"REF_DATE","GEO","DGUID","Statistic","Age of reference person","Household expenditures, summary-level categories","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Direct health care costs to household","Dollars","81","units","0","v54531110","1.1.3.27","1459","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Direct health care costs to household","Dollars","81","units","0","v54531110","1.1.3.27","1225","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Direct health care costs to household","Dollars","81","units","0","v54531110","1.1.3.27","1312","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Personal care","Dollars","81","units","0","v54531112","1.1.3.29","1391","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Personal care","Dollars","81","units","0","v54531112","1.1.3.29","1477","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Personal care","Dollars","81","units","0","v54531112","1.1.3.29","1294","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Personal care","Dollars","81","units","0","v54531112","1.1.3.29","1495","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Recreation","Dollars","81","units","0","v54531113","1.1.3.30","4173","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Recreation","Dollars","81","units","0","v54531113","1.1.3.30","4265","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Recreation","Dollars","81","units","0","v54531113","1.1.3.30","4075","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Recreation","Dollars","81","units","0","v54531113","1.1.3.30","4681","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Recreational equipment and related services","Dollars","81","units","0","v54531114","1.1.3.31","1252","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Recreational equipment and related services","Dollars","81","units","0","v54531114","1.1.3.31","1210","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Recreational equipment and related services","Dollars","81","units","0","v54531114","1.1.3.31","1356","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Recreational equipment and related services","Dollars","81","units","0","v54531114","1.1.3.31","1125","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Home entertainment equipment and services","Dollars","81","units","0","v54531115","1.1.3.32","310","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Home entertainment equipment and services","Dollars","81","units","0","v54531115","1.1.3.32","240","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Home entertainment equipment and services","Dollars","81","units","0","v54531115","1.1.3.32","233","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Home entertainment equipment and services","Dollars","81","units","0","v54531115","1.1.3.32","240","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Recreational services","Dollars","81","units","0","v54531116","1.1.3.33","1972","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Recreational services","Dollars","81","units","0","v54531116","1.1.3.33","2034","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Recreational services","Dollars","81","units","0","v54531116","1.1.3.33","1926","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Recreational services","Dollars","81","units","0","v54531116","1.1.3.33","2231","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Recreational vehicles and associated services","Dollars","81","units","0","v54531117","1.1.3.34","639","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Recreational vehicles and associated services","Dollars","81","units","0","v54531117","1.1.3.34","781","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Recreational vehicles and associated services","Dollars","81","units","0","v54531117","1.1.3.34","559","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Recreational vehicles and associated services","Dollars","81","units","0","v54531117","1.1.3.34","1085","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Education","Dollars","81","units","0","v54531118","1.1.3.35","1294","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Education","Dollars","81","units","0","v54531118","1.1.3.35","1224","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Education","Dollars","81","units","0","v54531118","1.1.3.35","1417","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Education","Dollars","81","units","0","v54531118","1.1.3.35","1410","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Reading materials and other printed matter","Dollars","81","units","0","v54531119","1.1.3.36","152","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Reading materials and other printed matter","Dollars","81","units","0","v54531119","1.1.3.36","144","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Reading materials and other printed matter","Dollars","81","units","0","v54531119","1.1.3.36","144","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Reading materials and other printed matter","Dollars","81","units","0","v54531119","1.1.3.36","154","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Tobacco products, alcoholic beverages and cannabis for non-medical use","Dollars","81","units","0","v1234868209","1.1.3.359","1901","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54531120","1.1.3.37","1349","","","t","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54531120","1.1.3.37","1618","","","t","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54531120","1.1.3.37","1593","","","t","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Games of chance","Dollars","81","units","0","v54531121","1.1.3.38","116","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Games of chance","Dollars","81","units","0","v54531121","1.1.3.38","90","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Games of chance","Dollars","81","units","0","v54531121","1.1.3.38","82","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Games of chance","Dollars","81","units","0","v54531121","1.1.3.38","78","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Miscellaneous expenditures","Dollars","81","units","0","v54531122","1.1.3.39","1407","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Miscellaneous expenditures","Dollars","81","units","0","v54531122","1.1.3.39","1824","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Miscellaneous expenditures","Dollars","81","units","0","v54531122","1.1.3.39","1633","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Miscellaneous expenditures","Dollars","81","units","0","v54531122","1.1.3.39","1625","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Income taxes","Dollars","81","units","0","v54531123","1.1.3.40","15016","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Income taxes","Dollars","81","units","0","v54531123","1.1.3.40","15257","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Income taxes","Dollars","81","units","0","v54531123","1.1.3.40","15314","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Income taxes","Dollars","81","units","0","v54531123","1.1.3.40","17049","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Personal insurance payments and pension contributions","Dollars","81","units","0","v54531124","1.1.3.41","6074","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Personal insurance payments and pension contributions","Dollars","81","units","0","v54531124","1.1.3.41","6447","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Personal insurance payments and pension contributions","Dollars","81","units","0","v54531124","1.1.3.41","6418","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Personal insurance payments and pension contributions","Dollars","81","units","0","v54531124","1.1.3.41","6687","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54531125","1.1.3.42","1290","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54531125","1.1.3.42","1315","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54531125","1.1.3.42","1327","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54531125","1.1.3.42","1518","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Total expenditure","Dollars","81","units","0","v54531126","1.1.4.1","101727","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Total expenditure","Dollars","81","units","0","v54531126","1.1.4.1","101837","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Total expenditure","Dollars","81","units","0","v54531126","1.1.4.1","104478","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Total expenditure","Dollars","81","units","0","v54531126","1.1.4.1","119950","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Total current consumption","Dollars","81","units","0","v54531127","1.1.4.2","72400","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Total current consumption","Dollars","81","units","0","v54531127","1.1.4.2","72784","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Total current consumption","Dollars","81","units","0","v54531127","1.1.4.2","75532","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Total current consumption","Dollars","81","units","0","v54531127","1.1.4.2","85111","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Food expenditures","Dollars","81","units","0","v54531128","1.1.4.3","10307","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Food expenditures","Dollars","81","units","0","v54531128","1.1.4.3","9998","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Food expenditures","Dollars","81","units","0","v54531128","1.1.4.3","10333","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Food expenditures","Dollars","81","units","0","v54531128","1.1.4.3","12245","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Food purchased from stores","Dollars","81","units","0","v54531129","1.1.4.4","7210","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Food purchased from stores","Dollars","81","units","0","v54531129","1.1.4.4","7025","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Food purchased from stores","Dollars","81","units","0","v54531129","1.1.4.4","7496","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Food purchased from stores","Dollars","81","units","0","v54531129","1.1.4.4","8911","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Food purchased from restaurants","Dollars","81","units","0","v54531130","1.1.4.5","3098","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Food purchased from restaurants","Dollars","81","units","0","v54531130","1.1.4.5","2972","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Food purchased from restaurants","Dollars","81","units","0","v54531130","1.1.4.5","2837","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Food purchased from restaurants","Dollars","81","units","0","v54531130","1.1.4.5","3335","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Shelter","Dollars","81","units","0","v54531131","1.1.4.6","20817","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Shelter","Dollars","81","units","0","v54531131","1.1.4.6","21108","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Shelter","Dollars","81","units","0","v54531131","1.1.4.6","22141","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Shelter","Dollars","81","units","0","v54531131","1.1.4.6","25139","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Principal accommodation","Dollars","81","units","0","v54531132","1.1.4.7","18711","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Principal accommodation","Dollars","81","units","0","v54531132","1.1.4.7","19124","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Principal accommodation","Dollars","81","units","0","v54531132","1.1.4.7","19910","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Principal accommodation","Dollars","81","units","0","v54531132","1.1.4.7","22841","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Rented living quarters","Dollars","81","units","0","v54531133","1.1.4.8","3122","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Rented living quarters","Dollars","81","units","0","v54531133","1.1.4.8","3224","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Rented living quarters","Dollars","81","units","0","v54531133","1.1.4.8","3603","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Rented living quarters","Dollars","81","units","0","v54531133","1.1.4.8","3686","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Owned living quarters","Dollars","81","units","0","v54531134","1.1.4.9","12722","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Owned living quarters","Dollars","81","units","0","v54531134","1.1.4.9","13098","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Owned living quarters","Dollars","81","units","0","v54531134","1.1.4.9","13529","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Owned living quarters","Dollars","81","units","0","v54531134","1.1.4.9","16192","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54531135","1.1.4.10","2867","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54531135","1.1.4.10","2803","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54531135","1.1.4.10","2778","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54531135","1.1.4.10","2963","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Other accommodation","Dollars","81","units","0","v54531136","1.1.4.11","2106","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Other accommodation","Dollars","81","units","0","v54531136","1.1.4.11","1984","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Other accommodation","Dollars","81","units","0","v54531136","1.1.4.11","2230","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Other accommodation","Dollars","81","units","0","v54531136","1.1.4.11","2298","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Household operations","Dollars","81","units","0","v54531137","1.1.4.12","5258","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Household operations","Dollars","81","units","0","v54531137","1.1.4.12","5407","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Household operations","Dollars","81","units","0","v54531137","1.1.4.12","5244","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Household operations","Dollars","81","units","0","v54531137","1.1.4.12","6436","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Communications","Dollars","81","units","0","v54531138","1.1.4.13","2604","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Communications","Dollars","81","units","0","v54531138","1.1.4.13","2670","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Communications","Dollars","81","units","0","v54531138","1.1.4.13","2846","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Communications","Dollars","81","units","0","v54531138","1.1.4.13","3245","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Household furnishings and equipment","Dollars","81","units","0","v54531139","1.1.4.14","2452","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Household furnishings and equipment","Dollars","81","units","0","v54531139","1.1.4.14","2516","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Household furnishings and equipment","Dollars","81","units","0","v54531139","1.1.4.14","2698","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Household furnishings and equipment","Dollars","81","units","0","v54531139","1.1.4.14","3016","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Household furnishings","Dollars","81","units","0","v54531140","1.1.4.15","1124","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Household furnishings","Dollars","81","units","0","v54531140","1.1.4.15","1067","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Household furnishings","Dollars","81","units","0","v54531140","1.1.4.15","1212","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Household furnishings","Dollars","81","units","0","v54531140","1.1.4.15","1435","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Household equipment","Dollars","81","units","0","v54531141","1.1.4.16","1195","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Household equipment","Dollars","81","units","0","v54531141","1.1.4.16","1311","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Household equipment","Dollars","81","units","0","v54531141","1.1.4.16","1311","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Household equipment","Dollars","81","units","0","v54531141","1.1.4.16","1427","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Household appliances","Dollars","81","units","0","v54531142","1.1.4.17","541","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Household appliances","Dollars","81","units","0","v54531142","1.1.4.17","578","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Household appliances","Dollars","81","units","0","v54531142","1.1.4.17","586","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Household appliances","Dollars","81","units","0","v54531142","1.1.4.17","706","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Clothing and accessories","Dollars","81","units","0","v54531143","1.1.4.18","4365","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Clothing and accessories","Dollars","81","units","0","v54531143","1.1.4.18","4409","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Clothing and accessories","Dollars","81","units","0","v54531143","1.1.4.18","4474","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Clothing and accessories","Dollars","81","units","0","v54531143","1.1.4.18","4283","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Transportation","Dollars","81","units","0","v54531148","1.1.4.23","14073","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Transportation","Dollars","81","units","0","v54531148","1.1.4.23","14062","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Transportation","Dollars","81","units","0","v54531148","1.1.4.23","15185","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Transportation","Dollars","81","units","0","v54531148","1.1.4.23","16236","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Private transportation","Dollars","81","units","0","v54531149","1.1.4.24","12641","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Private transportation","Dollars","81","units","0","v54531149","1.1.4.24","12609","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Private transportation","Dollars","81","units","0","v54531149","1.1.4.24","13609","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Private transportation","Dollars","81","units","0","v54531149","1.1.4.24","14354","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Public transportation","Dollars","81","units","0","v54531150","1.1.4.25","1432","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Public transportation","Dollars","81","units","0","v54531150","1.1.4.25","1452","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Public transportation","Dollars","81","units","0","v54531150","1.1.4.25","1576","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Public transportation","Dollars","81","units","0","v54531150","1.1.4.25","1882","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Health care","Dollars","81","units","0","v54531151","1.1.4.26","2558","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Health care","Dollars","81","units","0","v54531151","1.1.4.26","2602","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Health care","Dollars","81","units","0","v54531151","1.1.4.26","2665","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Health care","Dollars","81","units","0","v54531151","1.1.4.26","3006","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Direct health care costs to household","Dollars","81","units","0","v54531152","1.1.4.27","1714","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Direct health care costs to household","Dollars","81","units","0","v54531152","1.1.4.27","1732","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Direct health care costs to household","Dollars","81","units","0","v54531152","1.1.4.27","1789","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Direct health care costs to household","Dollars","81","units","0","v54531152","1.1.4.27","1931","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Personal care","Dollars","81","units","0","v54531154","1.1.4.29","1488","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Personal care","Dollars","81","units","0","v54531154","1.1.4.29","1517","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Personal care","Dollars","81","units","0","v54531154","1.1.4.29","1383","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Personal care","Dollars","81","units","0","v54531154","1.1.4.29","1605","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Recreation","Dollars","81","units","0","v54531155","1.1.4.30","4910","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Recreation","Dollars","81","units","0","v54531155","1.1.4.30","4730","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Recreation","Dollars","81","units","0","v54531155","1.1.4.30","4778","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Recreation","Dollars","81","units","0","v54531155","1.1.4.30","5831","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Recreational equipment and related services","Dollars","81","units","0","v54531156","1.1.4.31","1231","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Recreational equipment and related services","Dollars","81","units","0","v54531156","1.1.4.31","1107","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Recreational equipment and related services","Dollars","81","units","0","v54531156","1.1.4.31","1236","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Recreational equipment and related services","Dollars","81","units","0","v54531156","1.1.4.31","1430","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Home entertainment equipment and services","Dollars","81","units","0","v54531157","1.1.4.32","329","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Home entertainment equipment and services","Dollars","81","units","0","v54531157","1.1.4.32","260","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Home entertainment equipment and services","Dollars","81","units","0","v54531157","1.1.4.32","230","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Home entertainment equipment and services","Dollars","81","units","0","v54531157","1.1.4.32","285","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Recreational services","Dollars","81","units","0","v54531158","1.1.4.33","2585","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Recreational services","Dollars","81","units","0","v54531158","1.1.4.33","2513","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Recreational services","Dollars","81","units","0","v54531158","1.1.4.33","2465","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Recreational services","Dollars","81","units","0","v54531158","1.1.4.33","3102","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Recreational vehicles and associated services","Dollars","81","units","0","v54531159","1.1.4.34","765","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Recreational vehicles and associated services","Dollars","81","units","0","v54531159","1.1.4.34","851","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Recreational vehicles and associated services","Dollars","81","units","0","v54531159","1.1.4.34","847","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Recreational vehicles and associated services","Dollars","81","units","0","v54531159","1.1.4.34","1013","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Education","Dollars","81","units","0","v54531160","1.1.4.35","2552","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Education","Dollars","81","units","0","v54531160","1.1.4.35","2526","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Education","Dollars","81","units","0","v54531160","1.1.4.35","2495","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Education","Dollars","81","units","0","v54531160","1.1.4.35","2787","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Reading materials and other printed matter","Dollars","81","units","0","v54531161","1.1.4.36","183","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Reading materials and other printed matter","Dollars","81","units","0","v54531161","1.1.4.36","157","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Reading materials and other printed matter","Dollars","81","units","0","v54531161","1.1.4.36","143","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Reading materials and other printed matter","Dollars","81","units","0","v54531161","1.1.4.36","178","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Tobacco products, alcoholic beverages and cannabis for non-medical use","Dollars","81","units","0","v1234868249","1.1.4.359","1984","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54531162","1.1.4.37","1415","","","t","0"
"2016","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54531162","1.1.4.37","1603","","","t","0"
"2017","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54531162","1.1.4.37","1653","","","t","0"
"2015","Canada","2016A000011124","Average expenditure per household","40 to 54 years","Games of chance","Dollars","81","units","0","v54531163","1.1.4.38","177","","","","0"
